post_id,text,comment_time,from_id
8180226,вредительство,1692089654,270769978
8180226,Да это бред собачий.,1692089699,17549722
8180226,"И это по итогу не помогло
Рубль сейчас снова начал падение",1692089718,547028897
8180226,Ну ну,1692089808,88474647
8180226,А правительство и ЦБ вообще за народ или против ?,1692089999,246239138
8180226,ЦБ выполняет указания МВФ то есть врагов.нврод сам так решил в 1993г.,1692090094,19766108
8180226,Путин поднял страну с колен это начало дальше будет хуже вывод делайте для себя сами!!!!! Скукожился доллар говорил Путин ох как скукожился что теперь 100₽ и ставки нам россиянам повысил!!!!,1692090164,132682268
8180226,Давайте поднимайте на вклады проценты,1692090521,55664251
8180226,,1692090785,518940485
8180226,"Править методом тыка, хорошая стратегия. Только отвечать надо головой, а ""не шмогла я""",1692090910,81813061
8180226,"Наббиулина обещала 30… Она четко выполняет указание своего хозяина за лужей🤬
Сейчас ЦБ спасает экономику США от мировой долларовой инфляции, перетягивая её на экономику России . Для стабильного развития нашей экономики нам не нужны ни доллары ни евро,  они нужны только финансовым спекулянтам. Российский рубль полностью обеспечен ресурсной базой, в отличии от  Американских и Европейских фантиков. Штаты рушатся и, для того  им устоять они должны опять устроить в России 1991 год. Не дождутся😎💪🏻💪🏻💪🏻",1692090919,357490165
8180226,"Пoздpaвляю, c oceни в Poccии нeкoтopыe мeдицинcкиe ycлyги cтaнyт плaтными, пpeждe вceгo этo кacaeтcя pядa видoв нeoтлoжнoй пoмoщи. Тo ecть, в тoт мoмeнт, кoгдa вoпpoc cтoит мeждy жизнью и cмepтью, чeлoвeк дoлжeн в пepвyю oчepeдь дyмaть o тoм, a ecть ли eмy чeм зaплaтить зa вызoв cкopoй?! Пpaвитeльcтвo PФ вceми cпocoбaми нaм пoкaзывaeт, чтo люди им нyжны тoлькo ecли oни paбы или ecли oни мepтвыe. Вeдь в oбoиx вapиaнтax y влacти нeт пpoблeм c нapoдoм.",1692091368,816762113
8180226,"Походу наш ЦБ как был филиалом ФРС, так и остался. Зачем тогда война, кровь, горе?",1692091553,17549722
8180226,"Торговля национальной валютой по бросовой цене обычная практика для финансовой системы колониальной страны. За тридцать лет существова
ния российская финансовая система не претерпела каких-либо значимых изменений. И даже главные действующие лица у руля остались  те же. Подкованные Западом либералы.",1692092477,756086517
8180226,ключевая ставка никак не влияет на курс рубля,1692093912,136609316
8180226,Санкции нам в помощь!,1692104890,429407576
8180226,"Что с ипотекой, кредитами? При такой ставке возможен рост экономики?",1692107630,677678414
8180226,"от чего рубль рухнул, как отразится падения рубля на жизни граждан и ценах на продукты в магазинах ?",1692111092,303516408
8180226,"Нищему,безропотному населению все едино",1692124525,340377747
4028422,"Я гражданин, а значит представляю государство и моя деятельность, как деятеля это государственная деятельность",1561667342,20100787
4028422,Ого.,1561667494,174376140
4028422,Пора выводить средства?,1561667730,16186431
4028422,"Банк Окрытия и Промсвязьбанк, считаю рисковыми банками.

Репутация банков - слита.
Серьёзных вложений не будет.",1561668065,15061855
4028422,,1561668128,219584455
4028422,"""Открытие"" же банкротили, чтобы отжать. Что опять не так?",1561690416,59381411
4028422,Государство хочет кинуть людей как в 90е я так понимаю ! По этому и требуют что бы не публиковалось участие средств из бюджета что бы вкладчики лохи и челядь не подавала иски к Медведевскому кабмину))))) как говорят меньше знаешь крепче спишь 🤣🤣🤣,1561697337,120114625
8281608,Всё успевает наш президент России!👍🇷🇺😊🍁,1694808383,412115109
8281608,У России всегда все стабильно и это главное!,1694809960,637047008
8281608,А можно узнать для какой такой профилактики подняли ставку?,1694811325,21264239
8281608,"Уже час висит пост, и ни одного ципсокомментария. Ни про разорванную в клочья экономику России, ни про чипы от стиральных машин, ни про «весь мир против вас».",1694811578,100372154
8281608,"Отношения между Россией и Белоруссией становяся только крепче, так что мы будем вместе развиваться",1694817796,731814814
8281608,"С бюджетом и экономикой России и так понятно,что стабильно было и будет ) так что это западное давление никак на это не влияет",1694818892,731664135
8281608,Тем временем топливо в Коми),1694826868,206048
8281608,"Подставил своего начальника.  Мало ему схем было, теперь конкретно начнет тормозить процессы подставляя родину и ведя странные махинации, а то ж он все это на начальника слил типа недоглядел не мог контролировать а схемы а е его. Подлая игра .
Совсем за медведя некому играть",1694834259,172648106
8281608,Наша страна всегда пытается сотрудничать со всеми странами соседями и решать все вопросы дипломатически,1694837230,736247019
8281608,Хорошоо что во многих Российских регионах не смотря на сложную внешнюю ситуацию проблем с бюджетом нет,1694838764,729691991
8281608,"Адекватные меры, ключевая сттавка постепенно то растёт то падает, и в этом нет ничего страшного, постепенно всё стабилизируется.",1694839530,808508561
8281608,"У Украины явный стокгольмский синдром, что Украине так нравится насильник американский, который продолжает диктовать убийственные правила для украины",1694843589,810132535
8281608,"оно и видно, что стабильно с бюджетом - несмотря на сво, россия успевает реализовывать и крупные национальные проекты",1694847942,736247526
8281608,"вот как должны братские народы поддерживать общение, а Украина что? погнались они за вступлением в нато....",1694848571,735625136
8281608,"Финляндия вообще глупо поступила, разрешив америкосам втянуть себя в НАТО. Такие хорошие многолетние отношения с Россией пустили псу под хвост",1694849043,808406486
8281608,да никто и не кофисковал автомобили- просто новость была для привлеченияя внимания я,1694856280,810196685
8281608,😎,1694856900,54779434
8281608,Экономика России (даже при всех попытках запада уронить ее) остается одной из самых сильных в мире,1694864917,808410696
8281608,"У России не возникнет никогда изоляции, как бы запад не старался, у нас есть братский народ, который в отличии от Украины помнит свою историю",1694875288,808408401
8281608,"слшиокм у России огромные резервы, да и экономика продолжает расти не смотря на санкции",1694875907,746805299
8281608,"Никакие западные санкции по итогу не смогли сломить экономику России. Наш бюджет идет не только на защиту страны, но и на развитие внутреннее. Это видно и по тому, как у нас идет газификация территорий, строятся новые больницы и т.д.",1694876436,729853863
8281608,"ну а что в России может быть не так с бюджетом?
если у нас одна из 10 самых сильных экономик мира",1694876828,734674493
5310476,"А раньше почему так не сделали, когда схема не была так популярна? 
 Не видели, прошляпили!",1611561837,237840282
5310476,Волк волка....,1611563982,251691402
5310476,Это хоошо,1611566514,287410935
5310476,В банк России)),1611575469,8967659
3911693,У нас в Приморье давно уже отказались даже от 50 коп. Продавцы до рубля округляют. Хотя электронные оплаты с копейками идут,1557783910,162260339
3911693,И как счас зарплату получать?,1557783930,33722450
3911693,😢,1557784058,384123942
3911693,"Считаю правильным решение отказа от мелкой монеты . Ими никто не дорожит ,они валяются на земле .Лично я держу 10 копеечные монеты только для того чтобы оплачивать билет на электричку .Рублёвые монеты надеюсь останутся в пользовании .",1557784959,206976113
3911693,Будем ждать деноминацию .,1557785862,264572235
3911693,"Я их давно не встречаю копейки да 5 копеечные.
10 и 50 иногда попадаются,но тоже уже редко.
Сейчас рубль вместо копейки.",1557786602,61891848
3911693,Они будут лежать в пластах мезозоя,1557787055,11897662
3911693,Потому что у нас капейками не воруют,1557789020,185610219
3911693,Чумааа,1557789424,47659783
3911693,"1млр рублей это 100млр копеек, делим на население РФ и получаем несколько мешков мелочи у каждого из нас в бардачке, диване, под плинтусом😁",1557790614,314677898
3911693,"Надо не копейки перестать чеканить, а на ценниках  в магазинах нули отрезать, как в шестидесятых и   в  90-х прошлого столетия, а то получаешь тысячи, а они стоят как советские бумажные десятки. А денежной массы хватит",1557792717,530425428
3911693,Как красиво завуалировали скоростную инфляцию!,1557804529,137910561
