post_id,text,comment_time,from_id
2228229,Если 3000 компаний с числом сотрудников в них 2 млн чел уходят с рынка РФ и ВВП при этом меняется только на 5 % значит эти компании в Росии вообще ничего не производили и ничего не продавали ...интересно а если вообще все росийские компании закроются ......то ВВП наверное на целых 10 % упадет ....,1647599648,12025189
2834441,"Че, пенсии с зарплатами повысятся или только бензин с квартплатой подорожает?",1674045538,138697298
2834441,Ли.ерастам лишь бы повод ныть,1674051843,709300874
589834,"Wtf??? То есть, чтоьы обменять деньги, я должна буду доказать, что они мне не нужны?",1450981958,140993
589834,Пиздец просто,1450982011,137416195
589834,"Начинается! 
Скоро запретят хождение доллара",1450982072,4222361
589834,"Все идет к тому, что ограничат выдачу валюты в одни руки, а в итоге откажут вообще в обмене. К этому все идет с конца прошлого года.",1450982109,50932367
589834,"Скоро валютные операции запретят?,куда катимся....",1450982118,274355130
589834,😂Ггг,1450982423,188844690
589834,Ой все!,1450982460,58951154
589834,"Если ты сейчас доллар скинешь (в панике, благодаря этой статьи) по 70 рублей!!! В январе он будет стоит 150 руб. и его скинут депутаты.",1450982601,1543049
589834,валютные махинации. уголовная статья.все как в старые добрые времена,1450982615,317748303
589834,Шестая графа будет? Или это была девятая?,1450982728,180348186
589834,Здравствуй СССР,1450982768,24716385
589834,..............,1450982800,156462450
589834,Не таким я крах доллара представлял,1450982842,611821
589834,Валютчикам новогодний подарок от центробанка),1450982855,18568529
589834,😆,1450983000,188844690
589834,"[id274355130|Марина], это уже давно пора сдедать и перейти на рубли.  Когда-то от этого не умирали и страна была вполне богата и не ходила и ни кому не кланялась в ноги.  Мы русские и у нас должна быть человеческая гордость.  Конечно если кто-то хочет жить с долларами , то можно переменить место жительства.",1450983088,325733913
589834,"Народ ебали, ебут и будут ебать. Сталин! Вернись!!!",1450983088,234101162
589834,"[id325733913|Валя], у моих друзей ипотека в евро, купили квартиру в Болгарии, им осталось выплатить половину. И что? Все бросить? В рублях болгары не нуждаются. Договор составлен либо в евро либо в левах",1450983338,274355130
589834,"то есть если ты дворник и пришел обменять 100 кусков зелени, то откажут?))",1450983403,47528042
589834,"ЕЩЁ ОДИН ПРИЗНАК ЖЕЛЕЗНОГО ЗАНАВЕСА)))) ИЛИ ОЧЕРЕДНОЕ ,БОЛЬШОЕ, ВЕЛИКОЕ КИДАЛОВО!!!",1450983511,307284978
589834,"[id234101162|Антон], ТЫ ЭТО СЕРЬЁЗНО?",1450983587,307284978
589834,Ничего ничего)) Пишите пишите. Настанет время и за всю эту писанину многие ответят.,1450983596,281520215
589834,"МаразЬм государственного катка!
Госдуру и карликов-на кол!",1450983600,155695786
